,platform,date,url,title
196,taiwan-news,2022/12/05 11:44,https://www.taiwannews.com.tw/en/news/4740706,2 cars stray onto Kaohsiung Light Rail tracks causing 36 minutes in delays
197,taiwan-news,2022/12/04 17:55,https://www.taiwannews.com.tw/en/news/4740148,Three young siblings die in central Taiwan house fire
198,taiwan-news,2022/12/04 16:34,https://www.taiwannews.com.tw/en/news/4740112,"Taiwanese fishermen catch 34kg Spanish mackerel, sells for over NT$100,000"
199,taiwan-news,2022/12/04 16:14,https://www.taiwannews.com.tw/en/news/4740094,Taiwanese driver undeterred by traffic sign lodged in hood
200,taiwan-news,2022/12/04 15:29,https://www.taiwannews.com.tw/en/news/4740074,BMW driver wrecks 17 scooters on sidewalk in central Taiwan
201,taiwan-news,2022/12/04 14:13,https://www.taiwannews.com.tw/en/news/4740040,"Man's body found in northern Taiwan river, 27 days after being swept away"
202,taiwan-news,2022/12/04 11:30,https://www.taiwannews.com.tw/en/news/4739952,Yunlin Criminal Investigation Bureau deputy chief dies suddenly in south Taiwan
203,taiwan-news,2022/12/04 10:45,https://www.taiwannews.com.tw/en/news/4739900,Investigation underway after child dies in south Taiwan fire
204,taiwan-news,2022/12/03 19:39,https://www.taiwannews.com.tw/en/news/4739493,"Youths leave Taiwan movie theater with 1,600-liter tub of popcorn"
205,taiwan-news,2022/12/02 14:13,https://www.taiwannews.com.tw/en/news/4738430,"Taiwan reports 14,019 local COVID cases, 29 deaths"
206,taiwan-news,2022/12/02 11:35,https://www.taiwannews.com.tw/en/news/4738280,"E-bikes in Taiwan now require license plates, impacting migrant workers"
207,taiwan-news,2022/12/01 20:41,https://www.taiwannews.com.tw/en/news/4737742,Ashes of Taiwanese soldier killed in Ukraine returns home
208,taiwan-news,2022/12/15 20:41,https://www.taiwannews.com.tw//en/news/4751871,Taiwan increases penalty for organized crime in wake of job scams in Cambodia
209,taiwan-news,2022/12/15 15:39,https://www.taiwannews.com.tw//en/news/4751479,"Taiwan reports 10,000 passport applications per day"
210,taiwan-news,2022/12/15 15:16,https://www.taiwannews.com.tw//en/news/4751431,"Taiwan reports 16,012 local COVID cases, 5% rise from last week"
211,taiwan-news,2022/12/15 14:25,https://www.taiwannews.com.tw//en/news/4751377,Taxi fare in Greater Taipei to rise to NT$85 next year
212,taiwan-news,2022/12/15 12:33,https://www.taiwannews.com.tw//en/news/4751177,Enthusiastic visitors crash south Taiwan zoo's ticketing system before reopening
213,taiwan-news,2022/11/20 00:58,https://www.taiwannews.com.tw/en/news/4724411,Golden Horse Awards: Hong Kong's Anthony Wong wins best leading actor; Sylvia Chang best actress
214,taiwan-news,2022/11/19 10:17,https://www.taiwannews.com.tw/en/news/4722921,"Where the secular meets the sacred: Taiwan’s church buildings 


 "
215,taiwan-news,2022/11/17 10:01,https://www.taiwannews.com.tw/en/news/4721100,Short film contest winner pays tribute to Taiwanese female fighter pilots
216,taiwan-news,2022/11/13 09:41,https://www.taiwannews.com.tw/en/news/4716448,Jazz Played with Freedom in Taiwan—Muddy Basin Ramblers and Tokyo Chuo-Line
217,taiwan-news,2022/11/12 19:30,https://www.taiwannews.com.tw/en/news/4716049,Taiwan Literature Awards honor authors during ceremony
218,taiwan-news,2022/11/12 00:20,https://www.taiwannews.com.tw/en/news/4715381,Hanbok fashion show in Taipei highlights beauty of traditional Korean culture
219,taiwan-news,2022/11/11 14:23,https://www.taiwannews.com.tw/en/news/4714769,Taipei First Girls High School to join 2023 Rose Parade
220,taiwan-news,2022/11/10 16:56,https://www.taiwannews.com.tw/en/news/4713477,Former residence of late Taiwan leader Chiang Kai-shek reopens
221,taiwan-news,2022/11/09 17:03,https://www.taiwannews.com.tw/en/news/4712122,Taiwan's National Theater apologizes after staff refused to help disabled person
222,taiwan-news,2022/11/07 20:12,https://www.taiwannews.com.tw/en/news/4710227,Railway bento festival returns to Taipei
223,taiwan-news,2022/11/05 16:50,https://www.taiwannews.com.tw/en/news/4708543,'Taipei Art Book Fair and More' hits hot spot for bookworms
224,taiwan-news,2022/11/03 10:22,https://www.taiwannews.com.tw/en/news/4706088,Crowdfunding opens for products of comical ‘Scooters of Taiwan’
225,taiwan-news,2022/11/02 10:31,https://www.taiwannews.com.tw/en/news/4705108,Dutch ‘strandbeests’ roam southern Taiwan beach
226,taiwan-news,2022/10/29 11:45,https://www.taiwannews.com.tw/en/news/4701669,Taiwan Palace Museum releases photos of broken artifacts
227,taiwan-news,2022/10/29 10:03,https://www.taiwannews.com.tw/en/news/4701617,"Formosa Forevermore: Producer, composer discuss globalizing Taiwan’s localities"
228,taiwan-news,2022/10/29 09:30,https://www.taiwannews.com.tw/en/news/4701085,An era of fusion and diversity for Taiwan's pop music
229,taiwan-news,2022/10/28 17:52,https://www.taiwannews.com.tw/en/news/4701062,Japanese play smashes Taiwan's National Theater and Concert Hall ticket sales record
230,taiwan-news,2022/10/28 13:47,https://www.taiwannews.com.tw/en/news/4700758,"Taiwan Palace Museum acknowledges artifact damage, denies cover-up"
231,taiwan-news,2022/10/28 11:29,https://www.taiwannews.com.tw/en/news/4700654,"Taiwan Palace Museum accused of breaking Ming, Qing dynasty artifacts"
232,taiwan-news,2022/10/27 11:49,https://www.taiwannews.com.tw/en/news/4699409,Taiwan to distribute cultural vouchers to teens next year
233,taiwan-news,2022/10/26 10:27,https://www.taiwannews.com.tw/en/news/4698142,Lai Hsiang-yin's 'The White Portrait' wins Taiwan’s Golden Book Grand Prize
234,taiwan-news,2022/10/24 17:16,https://www.taiwannews.com.tw/en/news/4696342,Viva Le Cirque! and mesmerizing acrobatics set for Taipei
235,taiwan-news,2022/10/23 20:21,https://www.taiwannews.com.tw/en/news/4695658,Taipei restaurant promotes Peruvian cuisine
236,taiwan-news,2022/10/21 15:29,https://www.taiwannews.com.tw/en/news/4693797,Building in Taipei’s former sex industry district becomes art space
237,taiwan-news,2022/10/20 17:42,https://www.taiwannews.com.tw/en/news/4692649,Taiwan promotes intellectual property at Frankfurt Book Fair
238,taiwan-news,2022/10/20 10:05,https://www.taiwannews.com.tw/en/news/4692093,New Taipei joins ICRT in launching English radio show
239,taiwan-news,2022/10/19 19:33,https://www.taiwannews.com.tw/en/news/4691555,Taiwan agency to remove sculpture similar to work of Japanese artist
240,taiwan-news,2022/10/19 17:37,https://www.taiwannews.com.tw/en/news/4691426,Kuo Yen-fu returns to Taiwan for Art Taipei after successful solo exhibition in US
241,taiwan-news,2022/10/19 16:52,https://www.taiwannews.com.tw/en/news/4691390,National Palace Museum wants souvenirs to be made in Taiwan
242,taiwan-news,2022/10/19 15:18,https://www.taiwannews.com.tw/en/news/4691283,Chinese designer under fire over ‘Imperial Japanese Army’-style outfits
243,taiwan-news,2022/10/18 16:04,https://www.taiwannews.com.tw/en/news/4690070,Singer Natsukawa Rimi performs at southern Taiwan music festival Hearhere
244,taiwan-news,2022/10/13 13:33,https://www.taiwannews.com.tw/en/news/4685317,LA's Taipei Night features Taiwanese dishes and pop culture
245,taiwan-news,2022/10/12 14:31,https://www.taiwannews.com.tw/en/news/4684152,World Music Festival in Taiwan presents 23 musical acts
246,taiwan-news,2022/10/12 10:26,https://www.taiwannews.com.tw/en/news/4683965,Inaugural ‘Global Chinese Language Media Summit’ opens in Taipei
247,taiwan-news,2022/10/11 17:50,https://www.taiwannews.com.tw/en/news/4683308,Taiwan will not change name of 17th-century Dutch fort in Tainan
248,taiwan-news,2022/10/08 09:22,https://www.taiwannews.com.tw/en/news/4679962,Oyster bed march in western Taiwan
249,taiwan-news,2022/10/07 18:18,https://www.taiwannews.com.tw/en/news/4680037,Negrito skull confirms Taiwan indigenous legends of 'little Black people'
250,taiwan-news,2022/10/07 10:29,https://www.taiwannews.com.tw/en/news/4679605,Formosa Forevermore: ‘Star Peter Pan’ on exploring Taiwan’s night sky
251,taiwan-news,2022/10/04 12:38,https://www.taiwannews.com.tw/en/news/4673010,2022 Taiwan Ceramics Biennale kicks off
252,taiwan-news,2022/10/04 10:19,https://www.taiwannews.com.tw/en/news/4676458,2022 Taiwan Literature Awards announces Golden Book Award nominees
253,taiwan-news,2022/10/04 10:19,https://www.taiwannews.com.tw/en/news/4676457,Extinct leopard featured on dress for Taiwan’s National Day receptionists
254,taiwan-news,2022/10/03 20:54,https://www.taiwannews.com.tw/en/news/4676002,"TaiwanPlus launches TV channel, expanding Taiwan’s global presence"
255,taiwan-news,2022/10/03 17:25,https://www.taiwannews.com.tw/en/news/4675810,English television channel launched to promote perspectives from Taiwan
256,taiwan-news,2022/10/02 17:36,https://www.taiwannews.com.tw/en/news/4674933,Caribbean Carnival at Taipei restaurant goes off without a hitch
257,taiwan-news,2022/09/30 10:33,https://www.taiwannews.com.tw/en/news/4672944,Japanese artist upset sculpture allegedly copied in Taiwan
258,taiwan-news,2022/09/29 17:40,https://www.taiwannews.com.tw/en/news/4666576,Formosa Forevermore: Taiwan’s father of wildlife documentaries talks conservation
259,taiwan-news,2022/09/28 14:04,https://www.taiwannews.com.tw/en/news/4670994,Grand Hotel in Taipei opens another secret exit built for evacuating Chiang Kai-shek
260,taiwan-news,2022/09/23 17:10,https://www.taiwannews.com.tw/en/news/4666609,Taiwan’s National Palace Museum expands Southern Branch
261,taiwan-news,2022/09/21 19:53,https://www.taiwannews.com.tw/en/news/4664588,Taiwan promotes LGBTQ intellectual property in South Korea
262,taiwan-news,2022/09/21 10:01,https://www.taiwannews.com.tw/en/news/4664029,Crowd dazzled at National Day fireworks preview in Taiwan
263,taiwan-news,2022/12/15 17:44,https://www.taiwannews.com.tw//en/news/4751630,Taiwan veteran artist's traditional stamp art goes sci-fi at Eslite Gallery
264,taiwan-news,2022/12/15 14:19,https://www.taiwannews.com.tw//en/news/4751279,Japanese-style residence in Taipei gets new lease on life
265,taiwan-news,2022/12/08 12:15,https://www.taiwannews.com.tw//en/news/4743978,Diplomatic allies participate in 2022 Taiwan Reading Festival for 1st time
266,taiwan-news,2022/12/03 16:21,https://www.taiwannews.com.tw//en/news/4739374,100 university presidents sign Manifesto for Sustainable Future at SATU summit in Taiwan
267,taiwan-news,2022/11/24 17:14,https://www.taiwannews.com.tw//en/news/4729792,Golden Horse Awards: Hong Kong's Anthony Wong wins best leading actor; Sylvia Chang best actress
268,taiwan-news,2022/12/03 16:20,https://www.taiwannews.com.tw/en/news/4739370,Mask mandate lifted in Taiwan but business as usual
269,taiwan-news,2022/11/29 17:49,https://www.taiwannews.com.tw/en/news/4735155,Lai Ching-te — The DPP's presumptive heir apparent
270,taiwan-news,2022/11/27 11:44,https://www.taiwannews.com.tw/en/news/4732675,Taiwan Elections: China gets propaganda win delivered on silver platter courtesy of DPP
271,taiwan-news,2022/11/25 16:34,https://www.taiwannews.com.tw/en/news/4730908,How Taiwan's exciting democracy works
272,taiwan-news,2022/11/24 19:01,https://www.taiwannews.com.tw/en/news/4729733,"Taiwan Elections: KMT looks set to win, but how big?"
273,taiwan-news,2022/11/24 16:05,https://www.taiwannews.com.tw/en/news/4726888,What international media will get horribly wrong about Taiwan's local elections
274,taiwan-news,2022/11/21 10:42,https://www.taiwannews.com.tw/en/news/4725431,"Taiwan elections: Vote yes on voting age referendum, even though it won't pass"
275,taiwan-news,2022/11/20 16:42,https://www.taiwannews.com.tw/en/news/4724627,"Taiwan elections: DPP leans in hard on China threat, shoots itself in foot"
276,taiwan-news,2022/11/19 08:21,https://www.taiwannews.com.tw/en/news/4723603,Taiwan Elections: Taichung's 'Mama Mayor' Lu Shiow-yen's remarkable comeback
277,taiwan-news,2022/11/18 15:15,https://www.taiwannews.com.tw/en/news/4721681,MSF at COP27: We demand climate justice for our patients
278,taiwan-news,2022/11/18 02:15,https://www.taiwannews.com.tw/en/news/4722183,Taiwan elections: Hsinchu City is a potentially existential must-win for scandal-hit TPP
279,taiwan-news,2022/11/14 11:08,https://www.taiwannews.com.tw/en/news/4717277,What does Taiwan have to do with the G20 meeting in Bali?
280,taiwan-news,2022/10/25 09:30,https://www.taiwannews.com.tw/en/news/4696554,"Money, murder and nostalgic Han Kuo-yu voters"
281,taiwan-news,2022/10/24 10:55,https://www.taiwannews.com.tw/en/news/4694946,Han Kuo-yu and rose-tinted authoritarian era nostalgia
282,taiwan-news,2022/10/22 10:40,https://www.taiwannews.com.tw/en/news/4694157,Taiwan elections: Murderer leads in polls and might win Miaoli
283,taiwan-news,2022/10/20 16:24,https://www.taiwannews.com.tw/en/news/4692555,Is independent Vivian Huang able to stave off both KMT and DPP to win Taipei?
284,taiwan-news,2022/10/16 17:40,https://www.taiwannews.com.tw/en/news/4688266,"After 24 years, could Chen Shih-chung win back Taipei for the DPP?"
285,taiwan-news,2022/10/15 16:54,https://www.taiwannews.com.tw/en/news/4687472,"Can Chiang Wan-an win back Taipei for KMT?


 "
286,taiwan-news,2022/10/15 10:10,https://www.taiwannews.com.tw/en/news/4685612,Suicide should not be an issue for political point-scoring in Taiwan
287,taiwan-news,2022/10/14 17:34,https://www.taiwannews.com.tw/en/news/4686637,"An extremely tight, tense Taipei mayoral race


 "
288,taiwan-news,2022/10/12 17:12,https://www.taiwannews.com.tw/en/news/4685349,The annual Double Ten Day dance and Taiwan's National Day Address
289,taiwan-news,2022/10/10 23:44,https://www.taiwannews.com.tw/en/news/4681826,It's a myth that 'silicon shield' protects Taiwan from China invasion
290,taiwan-news,2022/10/06 12:30,https://www.taiwannews.com.tw/en/news/4678591,Letter to Editor: Taiwan's Double Ten is synonymous with freedom and democracy
291,taiwan-news,2022/10/04 20:30,https://www.taiwannews.com.tw/en/news/4676645,"Letter to Editor: Social media movements against China, Russia's disinformation campaigns"
292,taiwan-news,2022/09/25 17:38,https://www.taiwannews.com.tw/en/news/4668195,"No, China will not invade to get its hands on Taiwan's semiconductor industry"
293,taiwan-news,2022/09/24 10:08,https://www.taiwannews.com.tw/en/news/4666681,Could Taiwan get a new constitution?
294,taiwan-news,2022/09/24 09:30,https://www.taiwannews.com.tw/en/news/4664238,ESG and Taiwan’s insurance market
295,taiwan-news,2022/09/23 12:46,https://www.taiwannews.com.tw/en/news/4665564,Canada has a king and Taiwan has Chinese constitution
296,taiwan-news,2022/09/21 20:28,https://www.taiwannews.com.tw/en/news/4664379,Biden's mysterious US 'commitment' to Taiwan
297,taiwan-news,2022/09/19 19:59,https://www.taiwannews.com.tw/en/news/4662284,Gaming this year's unprecedented Taiwan local elections
298,taiwan-news,2022/09/19 10:10,https://www.taiwannews.com.tw/en/news/4661979,Earthquakes a sharp reminder Taiwan should revisit building codes
299,taiwan-news,2022/09/18 17:19,https://www.taiwannews.com.tw/en/news/4661460,How will pandemic politics play at the polls in Taiwan's local elections?
300,taiwan-news,2022/09/17 11:38,https://www.taiwannews.com.tw/en/news/4660461,Taiwan's local election scandals and a tsunami of plagiarism
301,taiwan-news,2022/09/16 02:02,https://www.taiwannews.com.tw/en/news/4657940,Chinese threat becomes a factor in Taiwan's election campaigns
302,taiwan-news,2022/09/15 09:58,https://www.taiwannews.com.tw/en/news/4658189,Avoiding conflict and begging for peace will lead to Taiwan Strait war
303,taiwan-news,2022/09/13 07:09,https://www.taiwannews.com.tw/en/news/4654406,"If this year's Taiwan elections were normal, KMT would win big, but this year is strange"
304,taiwan-news,2022/09/12 18:48,https://www.taiwannews.com.tw/en/news/4655983,"If this year's Taiwan elections were normal, KMT would win big, but this year isn't normal"
305,taiwan-news,2022/09/10 10:13,https://www.taiwannews.com.tw/en/news/4653710,Taiwan's unpredictable 9-in-1 elections: KMT hens and a curiously popular president
306,taiwan-news,2022/09/10 09:20,https://www.taiwannews.com.tw/en/news/4653928,Queen Elizabeth II’s unique qualities offer hope to Taiwan
307,taiwan-news,2022/09/02 04:44,https://www.taiwannews.com.tw/en/news/4645352,Let’s take Taiwan’s food culture to the world
308,taiwan-news,2022/08/31 20:46,https://www.taiwannews.com.tw/en/news/4642748,What the US and Taiwan’s allies must do
309,taiwan-news,2022/08/23 17:36,https://www.taiwannews.com.tw/en/news/4635325,"Taiwan's pan-blue voters who don't really care for KMT, but really can't stand DPP"
310,taiwan-news,2022/08/22 17:16,https://www.taiwannews.com.tw/en/news/4634137,"As PLA missiles flew, KMT was applying to meet head of China's Taiwan Affairs Office"
311,taiwan-news,2022/08/21 19:19,https://www.taiwannews.com.tw/en/news/4633133,"Whether Pelosi came to Taiwan or not, it was a win-win in Beijing"
312,taiwan-news,2022/08/20 10:42,https://www.taiwannews.com.tw/en/news/4631257,WorldPride Taiwan a missed opportunity for Kaohsiung
313,taiwan-news,2022/08/20 06:00,https://www.taiwannews.com.tw/en/news/4631263,Thesis mania grips Taiwan
314,taiwan-news,2022/08/18 01:32,https://www.taiwannews.com.tw/en/news/4629723,"DPP's Taoyuan campaign collapses, spreading chaos in the party across Taiwan"
315,taiwan-news,2022/08/10 10:00,https://www.taiwannews.com.tw/en/news/4621372,China-US tensions: how global trade began splitting into two blocs
316,taiwan-news,2022/08/09 20:22,https://www.taiwannews.com.tw/en/news/4620963,What international media missed about the Taiwanese reaction to China's provocative live-fire war games
317,taiwan-news,2022/08/06 08:30,https://www.taiwannews.com.tw/en/news/4616872,View from Kaohsiung: Pelosi visit will benefit Taiwan long term
318,taiwan-news,2022/12/15 10:23,https://www.taiwannews.com.tw//en/news/4751088,Eric Chu is Taiwan's come back kid who could
319,taiwan-news,2022/12/13 14:30,https://www.taiwannews.com.tw//en/news/4748322,Takeaways from Taiwan's local elections
320,taiwan-news,2022/12/10 16:39,https://www.taiwannews.com.tw//en/news/4746382,Taiwan opens up shop for tourism but custom is slow
321,taiwan-news,2022/12/10 09:32,https://www.taiwannews.com.tw//en/news/4744125,"Why care about Taiwan, besides its chip tech?"
322,taiwan-news,2022/12/09 16:50,https://www.taiwannews.com.tw//en/news/4745441,"‘Kinmen, Matsu Peace Zone’ and ‘police military’: Taiwan’s olive branch to China"
323,taiwan-news,2022/12/05 17:45,https://www.taiwannews.com.tw/en/news/4740925,Steady flow rather than flood of visitors after Taiwan opens up to tourism
324,taiwan-news,2022/12/05 12:43,https://www.taiwannews.com.tw/en/news/4740750,"Round trip flights from Taipei to Boracay only NT$2,000"
325,taiwan-news,2022/12/02 10:19,https://www.taiwannews.com.tw/en/news/4738215,Asia Trails Conference spotlights Taiwan’s rich hiking resources
326,taiwan-news,2022/12/01 18:47,https://www.taiwannews.com.tw/en/news/4737589,Taiwan’s China Airlines launches flights to Cebu
327,taiwan-news,2022/11/30 19:43,https://www.taiwannews.com.tw/en/news/4736420,Get into Christmas spirit at shopping malls in Taiwan’s Taoyuan
328,taiwan-news,2022/11/30 19:02,https://www.taiwannews.com.tw/en/news/4736319,Taiwanese wins 10 International Chocolate Awards
329,taiwan-news,2022/11/30 17:05,https://www.taiwannews.com.tw/en/news/4736243,"Yahoo announces 'Taiwan's top 10 must-see attractions,' with Alishan at number one"
330,taiwan-news,2022/11/29 20:11,https://www.taiwannews.com.tw/en/news/4735278,Taichung City Government promotes Flower Carpet Festival in Xinshe
331,taiwan-news,2022/11/27 17:43,https://www.taiwannews.com.tw/en/news/4732919,Christmas lights at Taipei MRT facilities
332,taiwan-news,2022/11/24 21:07,https://www.taiwannews.com.tw/en/news/4730106,Third Chopin Outdoor Piano Recital to take place at Taipei Daan Park
333,taiwan-news,2022/12/14 21:14,https://www.taiwannews.com.tw/en/news/4750614,Mountainous district in central Taiwan illuminated during light festival
334,taiwan-news,2022/12/13 21:06,https://www.taiwannews.com.tw/en/news/4749360,Snow possible on Taiwan’s Yushan and Taipingshan this weekend
335,taiwan-news,2022/12/13 16:41,https://www.taiwannews.com.tw/en/news/4749030,Taipei Children’s Amusement Park offers free admission and other discounts this weekend
336,taiwan-news,2022/12/13 15:32,https://www.taiwannews.com.tw/en/news/4748973,New information center in Taipei’s Ximending to better serve tourists
337,taiwan-news,2022/12/12 16:01,https://www.taiwannews.com.tw/en/news/4747879,Indigenous adventure trips for kids start up again in Taiwan
338,taiwan-news,2022/12/12 11:48,https://www.taiwannews.com.tw/en/news/4747583,Malaysian celebrity promotes travel to Taiwan
339,taiwan-news,2022/12/11 21:12,https://www.taiwannews.com.tw/en/news/4747207,New Year's party in Taiwan's Taoyuan to feature K-pop group VIVIZ
340,taiwan-news,2022/12/11 16:46,https://www.taiwannews.com.tw/en/news/4747062,Filipina star Gabbi Garcia to hold fan event in Taipei to promote Taiwan tourism
341,taiwan-news,2022/12/06 16:39,https://www.taiwannews.com.tw/en/news/4742037,Alishan Township offers Taiwanese version of Japan's Arashiyama Bamboo Grove
342,taiwan-news,2022/12/05 20:43,https://www.taiwannews.com.tw/en/news/4741197,Maple foliage at Taiwan’s Shihmen Reservoir expected to have best conditions in years
343,taiwan-news,2022/11/23 21:20,https://www.taiwannews.com.tw/en/news/4728779,2022 Taichung International Flower Carpet Festival to begin early December
344,taiwan-news,2022/11/23 16:21,https://www.taiwannews.com.tw/en/news/4728387,Taiwan Tourism Bureau targets senior travel market with Golden Years program
345,taiwan-news,2022/11/23 13:51,https://www.taiwannews.com.tw/en/news/4728076,Taiwan's dreamy Mesona Flower Festival to open with swing dance
346,taiwan-news,2022/11/23 11:48,https://www.taiwannews.com.tw/en/news/4728053,Service hours extended for longest suspension bridge in Taiwan’s Taroko
347,taiwan-news,2022/11/22 20:20,https://www.taiwannews.com.tw/en/news/4727350,Taiwan Railway's Hualien-Taitung section to reopen 20 days earlier than planned
348,taiwan-news,2022/11/22 17:14,https://www.taiwannews.com.tw/en/news/4727030,Old Taipei prison transformed into Japanese-style park
349,taiwan-news,2022/11/21 21:13,https://www.taiwannews.com.tw/en/news/4726124,Taipei's Maokong Gondola to suspend operations for repairs
350,taiwan-news,2022/11/20 21:08,https://www.taiwannews.com.tw/en/news/4725071,Taipei encourages public to enjoy Yangmingshan silvergrass flower season
351,taiwan-news,2022/11/20 11:01,https://www.taiwannews.com.tw/en/news/4724677,2022 Pingtung Kite Festival takes to the sky in south Taiwan
352,taiwan-news,2022/11/20 10:10,https://www.taiwannews.com.tw/en/news/4722859,Trailing the Past—Stories of the Laoguanlu Historic Trail
353,taiwan-news,2022/11/17 21:05,https://www.taiwannews.com.tw/en/news/4721912,Taipei’s 2022 Shilin Residence Chrysanthemum Festival celebrates 20th anniversary
354,taiwan-news,2022/11/17 15:35,https://www.taiwannews.com.tw/en/news/4721481,Taiwan's Chiayi woos Muslim travelers with mountain adventures
355,taiwan-news,2022/11/16 20:09,https://www.taiwannews.com.tw/en/news/4720501,Taiwan’s Kaohsiung launches YouBike2.0E
356,taiwan-news,2022/11/15 21:20,https://www.taiwannews.com.tw/en/news/4719255,Taiwan’s Pingtung County to introduce YouBike 2.0 in 2023
357,taiwan-news,2022/11/15 17:58,https://www.taiwannews.com.tw/en/news/4719053,Taiwan dumpling chain Din Tai Fung to raise prices next week
358,taiwan-news,2022/11/13 18:04,https://www.taiwannews.com.tw/en/news/4716812,AirAsia to restore four routes connecting Taiwan with Southeast Asian cities
359,taiwan-news,2022/11/10 16:45,https://www.taiwannews.com.tw/en/news/4713461,ANA resumes twice daily flights from Taipei to Tokyo
360,taiwan-news,2022/11/08 20:59,https://www.taiwannews.com.tw/en/news/4711496,New Taipei promotes five fun places near Christmasland venues
361,taiwan-news,2022/11/07 20:10,https://www.taiwannews.com.tw/en/news/4710220,Kaohsiung Light Rail’s ‘Totoro Tunnel’ proves hugely popular
362,taiwan-news,2022/11/07 17:35,https://www.taiwannews.com.tw/en/news/4710109,Hit up sweet spot for fall foliage on Taipei’s Yangmingshan  
363,taiwan-news,2022/11/06 17:47,https://www.taiwannews.com.tw/en/news/4709358,New Taipei’s Jiufen promotes its flowering silvergrass
364,taiwan-news,2022/11/04 18:03,https://www.taiwannews.com.tw/en/news/4707797,Taiwan Forestry Bureau unveils pavilion at International Travel Fair
365,taiwan-news,2022/11/03 19:50,https://www.taiwannews.com.tw/en/news/4706654,Taiwan’s Taoyuan to celebrate 9-day flower festival 
366,taiwan-news,2022/11/03 17:11,https://www.taiwannews.com.tw/en/news/4706495,YouBike 2.0 to replace T-Bike in Taiwan’s Tainan starting March 2023
367,taiwan-news,2022/11/02 17:10,https://www.taiwannews.com.tw/en/news/4705482,Taiwan High Speed Rail offers special deals at upcoming travel fair
368,taiwan-news,2022/11/01 19:55,https://www.taiwannews.com.tw/en/news/4704616,"Over 2,500 rooms for cherry season at central Taiwan farm booked in 1 minute"
369,taiwan-news,2022/11/01 16:40,https://www.taiwannews.com.tw/en/news/4704394,Taiwan’s China Airlines to increase flights to Palau from Nov. 16
370,taiwan-news,2022/11/01 15:30,https://www.taiwannews.com.tw/en/news/4704334,Taiwan travel sector hopes for post-COVID recovery at International Travel Fair
371,taiwan-news,2022/10/31 20:51,https://www.taiwannews.com.tw/en/news/4703630,East Taiwan county’s hot springs boost hotel business 
372,taiwan-news,2022/10/31 19:14,https://www.taiwannews.com.tw/en/news/4703568,Taiwan’s Forestry Bureau to offer preferential rates on 38 forest tours at travel show
373,taiwan-news,2022/12/15 21:16,https://www.taiwannews.com.tw//en/news/4751903,Taipei announces its 2023 flower event schedule
374,taiwan-news,2022/12/15 19:36,https://www.taiwannews.com.tw//en/news/4751738,McDonald’s Taiwan to hike prices next week
375,taiwan-news,2022/12/15 17:47,https://www.taiwannews.com.tw//en/news/4751631,Taiwan's EVA Air to add Clark to its Philippine destinations
376,taiwan-news,2022/12/15 16:12,https://www.taiwannews.com.tw//en/news/4751484,New Taipei to usher in New Year with fireworks show on Tamsui River
377,taiwan-news,2022/12/15 10:23,https://www.taiwannews.com.tw//en/news/4751085,Mountainous district in central Taiwan illuminated during light festival
378,taiwan-news,2021/12/31 20:37,https://www.taiwannews.com.tw/en/news/4394785,Taiwan foundation sets up information center for pregnant migrant workers
379,taiwan-news,2021/11/27 20:54,https://www.taiwannews.com.tw/en/news/4358291,"Tzu Chi, Taiwan employer help comatose worker return home to Philippines"
380,taiwan-news,2021/11/15 17:24,https://www.taiwannews.com.tw/en/news/4345922,Taiwan releases video asking new immigrants to vote in referendums
381,taiwan-news,2021/10/25 10:12,https://www.taiwannews.com.tw/en/news/4324619,Taipei inaugurates school for migrant worker empowerment
382,taiwan-news,2021/10/18 11:04,https://www.taiwannews.com.tw/en/news/4318004,Frenchman Remy Gils receives Taiwan citizenship after 15 years
383,taiwan-news,2021/10/13 18:02,https://www.taiwannews.com.tw/en/news/4313908,Taiwan planning on reopening borders to fully vaccinated migrant workers
384,taiwan-news,2021/10/08 12:40,https://www.taiwannews.com.tw/en/news/4309452,Taiwan considers loosening entry ban on migrant workers
385,taiwan-news,2021/10/01 10:38,https://www.taiwannews.com.tw/en/news/4302693,Taiwan to ease residency rules for those fleeing Hong Kong
386,taiwan-news,2021/09/25 15:27,https://www.taiwannews.com.tw/en/news/4297068,New immigrants play role in south Taiwan city’s tourism drive
387,taiwan-news,2021/08/28 20:46,https://www.taiwannews.com.tw/en/news/4278472,Taiwan seeks to limit cross-sector job hopping by migrant workers
388,taiwan-news,2021/08/26 16:17,https://www.taiwannews.com.tw/en/news/4277097,17 high-level professionals become naturalized citizens in Taiwan
389,taiwan-news,2021/08/22 10:35,https://www.taiwannews.com.tw/en/news/4274432,International students will soon be able to enter Taiwan: MOE
390,taiwan-news,2021/08/16 11:59,https://www.taiwannews.com.tw/en/news/4270792,Fees for extending Gold Cards unveiled
391,taiwan-news,2021/08/13 15:19,https://www.taiwannews.com.tw/en/news/4269535,Migrant workers on New Taipei’s Sanying line accuse employers of exploitation
392,taiwan-news,2021/05/19 12:29,https://www.taiwannews.com.tw/en/news/4206241,Taiwan ranked No. 1 in world for expats
393,taiwan-news,2021/05/10 11:35,https://www.taiwannews.com.tw/en/news/4199466,Eid al-Fitr celebration at Taipei Main Station canceled
394,taiwan-news,2021/04/09 14:55,https://www.taiwannews.com.tw/en/news/4172504,Indonesia reduces migrant workers' fees it wants Taiwanese employers to pay
